mpirun --map-by node --mca pml ucx -np 2 ./IMB-MPI1 PingPong -msglog 29 
, 
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.98,1.02
2,1000,0.99,2.03
4,1000,0.98,4.06
8,1000,0.98,8.17
16,1000,0.98,16.28
32,1000,0.99,32.21
64,1000,1.14,56.07
128,1000,1.19,107.97
256,1000,1.42,179.97
512,1000,1.48,345.69
1024,1000,1.64,623.60
2048,1000,2.31,886.68
4096,1000,3.19,1285.63
8192,1000,4.45,1841.55
16384,1000,6.25,2621.52
32768,1000,8.43,3887.06
65536,640,12.33,5313.05
131072,320,18.70,7008.03
262144,160,32.64,8030.52
524288,80,56.83,9226.10
1048576,40,98.15,10683.90
2097152,20,182.18,11511.38
4194304,10,353.33,11870.67
8388608,5,694.29,12082.21
16777216,2,1382.16,12138.43
33554432,1,2756.26,12173.90
67108864,1,5502.60,12195.85
134217728,1,11017.74,12181.96
268435456,1,22039.26,12179.88
536870912,1,44495.12,12065.84
