mpirun --map-by node --mca pml ucx -np 2 ./IMB-MPI1 PingPong -msglog 29 
, 
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.98,4.07
8,1000,0.98,8.17
16,1000,0.98,16.29
32,1000,1.00,32.09
64,1000,1.16,55.08
128,1000,1.21,105.71
256,1000,1.43,178.86
512,1000,1.50,340.21
1024,1000,1.66,618.28
2048,1000,2.31,884.77
4096,1000,3.19,1285.32
8192,1000,4.47,1831.47
16384,1000,6.43,2548.50
32768,1000,8.72,3757.03
65536,640,12.51,5239.10
131072,320,18.84,6956.93
262144,160,32.68,8020.94
524288,80,54.27,9660.70
1048576,40,97.96,10704.50
2097152,20,182.13,11514.30
4194304,10,353.28,11872.31
8388608,5,693.72,12092.13
16777216,2,1379.99,12157.51
33554432,1,2750.49,12199.43
67108864,1,5503.98,12192.79
134217728,1,11022.06,12177.19
268435456,1,22052.71,12172.45
536870912,1,44499.86,12064.55
