mpiexec -n 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
tnode009
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.98,0.00
1,1000,7.98,0.13
2,1000,8.00,0.25
4,1000,7.99,0.50
8,1000,7.98,1.00
16,1000,7.98,2.01
32,1000,7.98,4.01
64,1000,8.33,7.69
128,1000,8.34,15.35
256,1000,8.32,30.75
512,1000,10.18,50.32
1024,1000,10.31,99.34
2048,1000,10.80,189.61
4096,1000,11.79,347.36
8192,1000,13.05,627.68
16384,1000,22.58,725.68
32768,1000,34.84,940.58
65536,640,55.86,1173.15
131072,320,103.40,1267.65
262144,160,114.47,2290.10
524288,80,175.25,2991.74
1048576,40,307.67,3408.10
2097152,20,623.44,3363.85
4194304,10,1234.52,3397.52
8388608,5,2455.67,3416.02
16777216,2,5053.74,3319.76
33554432,1,10301.02,3257.39
67108864,1,20483.49,3276.24
134217728,1,41166.94,3260.33
268435456,1,82939.74,3236.51
536870912,1,163593.45,3281.74
