mpirun --map-by node --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
gnode001, gnode003
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.37,0.00
1,1000,15.46,0.06
2,1000,15.68,0.13
4,1000,15.46,0.26
8,1000,15.44,0.52
16,1000,15.47,1.03
32,1000,15.50,2.06
64,1000,15.57,4.11
128,1000,15.82,8.09
256,1000,16.05,15.95
512,1000,16.32,31.37
1024,1000,16.70,61.32
2048,1000,38.50,53.20
4096,1000,38.96,105.13
8192,1000,39.74,206.13
16384,1000,41.55,394.28
32768,1000,49.01,668.58
65536,640,80.48,814.34
131072,320,127.43,1028.59
262144,160,200.07,1310.29
524288,80,303.43,1727.86
1048576,40,507.16,2067.55
2097152,20,903.09,2322.18
4194304,10,1890.20,2218.97
8388608,5,3848.04,2179.97
16777216,2,7865.46,2133.02
33554432,1,15592.56,2151.95
67108864,1,30745.74,2182.70
134217728,1,61390.68,2186.29
268435456,1,121371.08,2211.69
536870912,1,242161.50,2217.00
