mpirun  --map-by socket --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
tnode007
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.08,0.00
1,1000,8.16,0.12
2,1000,8.16,0.24
4,1000,8.19,0.49
8,1000,8.20,0.98
16,1000,8.20,1.95
32,1000,8.18,3.91
64,1000,8.23,7.78
128,1000,8.58,14.93
256,1000,8.60,29.76
512,1000,8.71,58.79
1024,1000,9.71,105.43
2048,1000,9.24,221.74
4096,1000,11.08,369.67
8192,1000,11.84,691.90
16384,1000,15.68,1044.81
32768,1000,26.24,1248.59
65536,640,57.82,1133.38
131072,320,81.06,1617.01
262144,160,123.29,2126.19
524288,80,197.29,2657.46
1048576,40,328.13,3195.66
2097152,20,629.23,3332.91
4194304,10,1238.12,3387.64
8388608,5,2471.02,3394.79
16777216,2,5094.65,3293.10
33554432,1,10340.45,3244.97
67108864,1,20388.32,3291.53
134217728,1,42056.77,3191.35
268435456,1,85051.51,3156.15
536870912,1,168125.35,3193.28
