mpirun --map-by socket --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29

lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.92,0.00
1,1000,7.97,0.13
2,1000,7.97,0.25
4,1000,7.97,0.50
8,1000,7.94,1.01
16,1000,7.98,2.00
32,1000,7.96,4.02
64,1000,8.02,7.98
128,1000,8.39,15.26
256,1000,8.41,30.44
512,1000,8.50,60.23
1024,1000,9.35,109.53
2048,1000,8.98,228.02
4096,1000,10.57,387.40
8192,1000,11.42,717.47
16384,1000,15.22,1076.58
32768,1000,25.28,1296.32
65536,640,55.16,1188.19
131072,320,78.83,1662.78
262144,160,120.80,2170.07
524288,80,192.71,2720.64
1048576,40,324.25,3233.81
2097152,20,621.16,3376.19
4194304,10,1208.68,3470.16
8388608,5,2404.86,3488.19
16777216,2,5185.22,3235.58
33554432,1,10654.29,3149.38
67108864,1,20794.78,3227.20
134217728,1,40479.21,3315.72
268435456,1,80900.59,3318.09
536870912,1,163832.70,3276.95
