mpirun --map-by socket --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
tnode009
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.55,0.00
1,1000,8.61,0.12
2,1000,8.62,0.23
4,1000,8.60,0.47
8,1000,8.59,0.93
16,1000,8.57,1.87
32,1000,8.59,3.73
64,1000,8.64,7.40
128,1000,8.96,14.29
256,1000,8.98,28.51
512,1000,9.09,56.30
1024,1000,10.16,100.79
2048,1000,9.61,213.18
4096,1000,11.39,359.59
8192,1000,12.05,680.06
16384,1000,16.05,1020.79
32768,1000,26.16,1252.68
65536,640,58.33,1123.46
131072,320,81.90,1600.37
262144,160,124.45,2106.49
524288,80,197.82,2650.34
1048576,40,326.62,3210.35
2097152,20,620.27,3381.02
4194304,10,1209.48,3467.85
8388608,5,2417.95,3469.31
16777216,2,5220.46,3213.74
33554432,1,10729.20,3127.39
67108864,1,20116.79,3335.96
134217728,1,42083.14,3189.35
268435456,1,84663.18,3170.63
536870912,1,168575.16,3184.76
