mpirun  --map-by socket --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
tnode007
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.21,0.00
1,1000,8.30,0.12
2,1000,8.28,0.24
4,1000,8.23,0.49
8,1000,8.26,0.97
16,1000,8.27,1.93
32,1000,8.27,3.87
64,1000,8.28,7.73
128,1000,8.61,14.87
256,1000,8.64,29.61
512,1000,8.77,58.37
1024,1000,9.67,105.84
2048,1000,9.23,221.93
4096,1000,11.01,372.02
8192,1000,11.88,689.59
16384,1000,15.76,1039.78
32768,1000,26.28,1247.00
65536,640,57.48,1140.10
131072,320,81.45,1609.15
262144,160,122.96,2131.95
524288,80,196.59,2666.97
1048576,40,327.77,3199.12
2097152,20,622.37,3369.61
4194304,10,1239.42,3384.08
8388608,5,2456.90,3414.30
16777216,2,5047.06,3324.16
33554432,1,10267.32,3268.08
67108864,1,20302.20,3305.50
134217728,1,40464.57,3316.92
268435456,1,80380.66,3339.55
536870912,1,164029.71,3273.01
