mpirun --map-by node --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
gnode001, gnode003
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.78,0.00
1,1000,15.92,0.06
2,1000,15.88,0.13
4,1000,15.89,0.25
8,1000,15.84,0.51
16,1000,15.92,1.01
32,1000,15.94,2.01
64,1000,16.06,3.99
128,1000,16.47,7.77
256,1000,16.45,15.56
512,1000,16.77,30.54
1024,1000,17.22,59.47
2048,1000,39.16,52.30
4096,1000,39.45,103.84
8192,1000,40.44,202.59
16384,1000,42.48,385.67
32768,1000,51.12,641.00
65536,640,81.93,799.94
131072,320,136.87,957.61
262144,160,207.07,1265.96
524288,80,327.40,1601.36
1048576,40,541.26,1937.30
2097152,20,992.00,2114.07
4194304,10,2066.63,2029.54
8388608,5,4086.07,2052.98
16777216,2,8222.50,2040.40
33554432,1,16645.95,2015.77
67108864,1,32797.13,2046.18
134217728,1,63767.21,2104.81
268435456,1,126674.89,2119.09
536870912,1,251426.04,2135.30
