mpirun --map-by node --mca pml ob1 --mca btl self,tcp -np 2 ./IMB-MPI1 PingPong -msglog 29
gnode001, gnode003
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.38,0.00
1,1000,16.08,0.06
2,1000,16.18,0.12
4,1000,16.14,0.25
8,1000,16.14,0.50
16,1000,16.20,0.99
32,1000,16.14,1.98
64,1000,16.25,3.94
128,1000,16.73,7.65
256,1000,16.60,15.42
512,1000,17.35,29.51
1024,1000,17.73,57.75
2048,1000,39.44,51.93
4096,1000,40.08,102.21
8192,1000,40.95,200.07
16384,1000,43.29,378.45
32768,1000,57.73,567.57
65536,640,83.20,787.68
131072,320,145.03,903.73
262144,160,216.83,1208.98
524288,80,344.11,1523.59
1048576,40,575.50,1822.02
2097152,20,1050.60,1996.15
4194304,10,2161.90,1940.10
8388608,5,4489.73,1868.40
16777216,2,8523.29,1968.40
33554432,1,18293.04,1834.27
67108864,1,32830.39,2044.11
134217728,1,64799.72,2071.27
268435456,1,132504.98,2025.85
536870912,1,262021.91,2048.95
