mpiexec -n 2 -ppn 1 -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
tnode007, tnode008
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.80,0.00
1,1000,9.56,0.10
2,1000,8.58,0.23
4,1000,8.27,0.48
8,1000,8.26,0.97
16,1000,8.27,1.93
32,1000,8.36,3.83
64,1000,8.32,7.69
128,1000,8.39,15.26
256,1000,8.64,29.63
512,1000,11.11,46.08
1024,1000,11.42,89.64
2048,1000,13.87,147.64
4096,1000,14.97,273.64
8192,1000,17.03,481.09
16384,1000,25.67,638.18
32768,1000,38.16,858.72
65536,640,64.97,1008.69
131072,320,121.11,1082.29
262144,160,151.48,1730.58
524288,80,224.25,2338.01
1048576,40,378.33,2771.59
2097152,20,674.11,3110.99
4194304,10,1351.08,3104.41
8388608,5,2858.29,2934.83
16777216,2,5852.02,2866.91
33554432,1,11682.69,2872.15
67108864,1,23134.73,2900.78
134217728,1,46339.56,2896.40
268435456,1,90855.58,2954.53
536870912,1,186241.13,2882.67
