mpiexec -n 2 -ppn 1 -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
tnode007, tnode008
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.23,0.00
1,1000,8.18,0.12
2,1000,8.14,0.25
4,1000,8.29,0.48
8,1000,7.59,1.05
16,1000,7.56,2.12
32,1000,7.62,4.20
64,1000,7.62,8.40
128,1000,7.68,16.66
256,1000,7.80,32.82
512,1000,10.07,50.84
1024,1000,10.34,99.07
2048,1000,12.04,170.15
4096,1000,13.28,308.36
8192,1000,14.68,557.87
16384,1000,23.72,690.73
32768,1000,33.04,991.81
65536,640,56.95,1150.68
131072,320,107.96,1214.04
262144,160,112.51,2329.93
524288,80,163.93,3198.19
1048576,40,268.53,3904.87
2097152,20,612.88,3421.80
4194304,10,1118.02,3751.55
8388608,5,2436.66,3442.66
16777216,2,4869.53,3445.34
33554432,1,9755.97,3439.37
67108864,1,19461.50,3448.29
134217728,1,38934.14,3447.30
268435456,1,77125.64,3480.50
536870912,1,155820.47,3445.45
