mpirun  --map-by node --mca pml ucx --mca btl self,vader -np 2 ./IMB-MPI1 PingPong -msglog 29
tnode007, tnode008
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.06
8,1000,0.98,8.16
16,1000,0.99,16.16
32,1000,1.01,31.65
64,1000,1.14,56.12
128,1000,1.18,108.40
256,1000,1.42,180.85
512,1000,1.49,343.99
1024,1000,1.64,623.73
2048,1000,2.30,890.85
4096,1000,3.17,1293.10
8192,1000,4.44,1846.41
16384,1000,6.23,2631.76
32768,1000,8.41,3897.10
65536,640,12.24,5354.65
131072,320,18.42,7117.61
262144,160,31.98,8197.68
524288,80,54.29,9656.30
1048576,40,98.36,10660.26
2097152,20,182.06,11519.30
4194304,10,353.09,11878.94
8388608,5,692.76,12109.00
16777216,2,1381.65,12142.90
33554432,1,2757.97,12166.36
67108864,1,5524.95,12146.50
134217728,1,11030.36,12168.03
268435456,1,22088.24,12152.87
536870912,1,44527.70,12057.01
