mpiexec -n 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
tnode009
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.78,0.00
1,1000,4.80,0.21
2,1000,4.83,0.41
4,1000,4.81,0.83
8,1000,4.81,1.66
16,1000,4.81,3.33
32,1000,4.82,6.64
64,1000,4.84,13.23
128,1000,4.84,26.42
256,1000,4.85,52.74
512,1000,6.43,79.59
1024,1000,6.55,156.37
2048,1000,6.86,298.54
4096,1000,7.59,539.99
8192,1000,8.35,981.61
16384,1000,14.90,1099.38
32768,1000,22.18,1477.42
65536,640,39.90,1642.37
131072,320,74.26,1764.96
262144,160,53.77,4875.50
524288,80,88.60,5917.47
1048576,40,151.38,6926.71
2097152,20,276.21,7592.65
4194304,10,602.90,6956.85
8388608,5,1447.14,5796.66
16777216,2,3167.65,5296.42
33554432,1,6451.77,5200.81
67108864,1,12872.48,5213.36
134217728,1,25707.51,5220.95
268435456,1,51012.40,5262.16
536870912,1,102717.61,5226.67
