mpiexec -n 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
tnode009
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.75,0.00
1,1000,4.83,0.21
2,1000,4.81,0.42
4,1000,4.80,0.83
8,1000,4.81,1.66
16,1000,4.81,3.33
32,1000,4.81,6.65
64,1000,4.82,13.27
128,1000,4.84,26.45
256,1000,4.86,52.71
512,1000,6.44,79.52
1024,1000,6.58,155.73
2048,1000,6.84,299.46
4096,1000,7.51,545.08
8192,1000,8.34,982.53
16384,1000,14.85,1103.43
32768,1000,22.12,1481.47
65536,640,39.67,1651.84
131072,320,74.15,1767.63
262144,160,53.48,4902.02
524288,80,88.48,5925.49
1048576,40,150.77,6954.68
2097152,20,276.60,7581.80
4194304,10,606.59,6914.51
8388608,5,1457.88,5753.98
16777216,2,3160.50,5308.41
33554432,1,6430.51,5218.00
67108864,1,12929.78,5190.25
134217728,1,25697.12,5223.07
268435456,1,51259.68,5236.78
536870912,1,102342.90,5245.81
