mpiexec -n 2 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS ofi -genv I_MPI_OFI_PROVIDER tcp ./IMB-MPI1 PingPong -msglog 29
gnode001
lamba, bandwith computed by fitting data
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.42,0.00
1,1000,5.36,0.19
2,1000,5.38,0.37
4,1000,5.24,0.76
8,1000,5.22,1.53
16,1000,5.50,2.91
32,1000,5.45,5.87
64,1000,5.44,11.77
128,1000,5.54,23.11
256,1000,5.52,46.37
512,1000,7.00,73.09
1024,1000,7.21,142.01
2048,1000,7.46,274.40
4096,1000,7.95,515.01
8192,1000,9.02,908.25
16384,1000,15.87,1032.09
32768,1000,24.50,1337.36
65536,640,42.39,1546.18
131072,320,80.51,1627.99
262144,160,59.32,4419.08
524288,80,99.04,5293.51
1048576,40,168.48,6223.73
2097152,20,338.55,6194.51
4194304,10,760.18,5517.49
8388608,5,1754.80,4780.38
16777216,2,3639.47,4609.80
33554432,1,7163.77,4683.91
67108864,1,13203.52,5082.65
134217728,1,26553.51,5054.61
268435456,1,52755.41,5088.30
536870912,1,114491.02,4689.20
